country_of_bean_origin,cocoa_percent,rating_category,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
Blend,71.0,0,2.5,4,1,0,1,0,1,sandy,fatty,chemical,no taste,3
Belize,70.0,1,3.25,3,1,0,0,0,1,pungent raisin,metallic,no taste,no taste,2
Costa rica,74.0,1,3.5,3,1,0,0,0,1,mostly earthy,mild dried fruit,no taste,no taste,2
Ecuador,67.0,1,3.75,3,1,0,0,0,1,nutty,butterscotch,no taste,no taste,2
U.s.a.,67.0,1,3.75,3,1,0,0,0,1,spicy,intense,fades fast,no taste,3
Bolivia,67.0,1,3.5,3,1,0,0,0,1,full flavor spectrum,no taste,no taste,no taste,1
Bolivia,67.0,0,3.0,3,1,0,0,0,1,woody,earthy,medicinal,no taste,3
U.s.a.,72.0,1,3.5,3,1,0,0,0,1,astringent,smoke,cream,no taste,3
Ecuador,70.0,1,3.5,3,1,0,0,0,1,floral,no taste,no taste,no taste,1
Ecuador,77.0,1,3.5,3,1,0,0,0,1,strong floral,black licorice,no taste,no taste,2
Bolivia,72.0,1,4.0,3,1,0,0,0,1,dark berry,honey,cream,no taste,3
Bolivia,68.0,1,3.75,3,1,0,0,0,1,creamy,mild nutty & woody,no taste,no taste,2
Venezuela,74.0,1,3.5,3,1,0,0,0,1,sandy,sweet,mild fruit,no taste,3
Ecuador,73.0,1,3.25,2,0,0,0,0,0,floral,palm,sour,no taste,3
Peru,70.0,1,3.25,2,0,0,0,0,0,palm,spicy,flour,no taste,3
Madagascar,74.0,0,3.0,2,0,0,0,0,0,sandy,tart,tangy,palm,4
Venezuela,70.0,0,3.0,2,0,0,0,0,0,intense,palm,nutty,no taste,3
Tanzania,70.0,0,2.75,2,0,0,0,0,0,intense,palm,earthy,no taste,3
Dominican republic,71.0,1,3.5,2,0,0,0,0,0,fruity,tannic,coconut,no taste,3
Tanzania,70.0,0,3.0,2,0,0,0,0,0,lemon,late sour & molasses,no taste,no taste,2
Madagascar,74.0,0,2.75,2,0,0,0,0,0,sour,citrus,molasses,no taste,3
Ecuador,73.0,0,2.5,2,0,0,0,0,0,harsh flavor,hay,no taste,no taste,2
Peru,70.0,0,2.25,2,0,0,0,0,0,light color,sour,pungent,no taste,3
Peru,66.0,1,3.5,3,1,0,0,0,1,mild caramel,honey,no taste,no taste,2
Dominican republic,75.0,1,3.25,3,1,0,0,0,1,intense,bitter,coffee,no taste,3
Madagascar,70.0,0,2.75,3,1,0,0,0,1,sour,earthy,no taste,no taste,2
Venezuela,72.0,0,2.75,3,1,0,0,0,1,nutty,off notes,no taste,no taste,2
Venezuela,68.0,1,3.25,3,1,0,0,0,1,high acid,sweet,nut,strawberry,4
Ecuador,72.0,0,3.0,2,0,0,0,0,1,dry,floral,slight musty,no taste,3
Ecuador,80.0,0,2.5,2,0,0,0,0,1,sandy,perfume,nutty,no taste,3
Ecuador,80.0,0,2.0,4,1,0,1,0,1,perfume,burning,no taste,no taste,2
Dominican republic,75.0,1,3.75,2,0,0,0,0,1,red berry,cocoa,mild coffee,no taste,3
Peru,70.0,1,3.5,2,0,0,0,0,1,coffee,red berry,tart,no taste,3
Dominican republic,70.0,0,2.75,2,0,0,0,0,1,sandy,red berry,sour,no taste,3
Ivory coast,70.0,0,2.5,2,0,0,0,0,1,dry,sour,cheesey,off,4
Ecuador,70.0,1,3.5,4,1,0,1,0,1,floral,roasty,coffee,no taste,3
Madagascar,70.0,1,3.5,4,1,0,1,0,1,rich cocoa,fatty,no taste,no taste,2
Trinidad,70.0,1,3.5,4,1,0,1,0,1,creamy,nutty,tea,fatty,4
Venezuela,70.0,1,3.5,4,1,0,1,0,1,muted,fatty,nutty,no taste,3
Peru,70.0,0,2.75,4,1,0,1,0,1,sour,raw,green,no taste,3
Ecuador,72.0,0,2.5,2,0,0,0,0,0,true to sugar,green,fatty,no taste,3
St. lucia,70.0,1,4.0,2,0,0,0,0,1,cardamon,no taste,no taste,no taste,1
St. lucia,70.0,0,2.75,2,0,0,0,0,1,smoke,cocoa,fruit,fuel,4
Colombia,75.0,0,2.75,4,1,0,1,0,1,dry,woody,dried fruit,no taste,3
Honduras,72.0,0,3.0,4,1,0,1,0,1,sour raisin,woody,fatty,no taste,3
Tanzania,80.0,0,3.0,4,1,0,1,0,1,fatty,mild bitter,banana,no taste,3
St. lucia,72.0,0,3.0,3,1,0,0,0,1,grassy,tobacco,intense,no taste,3
Sao tome,72.0,0,3.0,4,1,0,1,0,1,fungal,mushroom,mild burn,no taste,3
Tanzania,75.0,0,2.75,4,1,0,1,0,1,sandy,sweet,mild cocoa,no taste,3
Venezuela,70.0,0,2.75,4,1,0,1,0,1,ashey,woody,bright red,no taste,3
St. lucia,65.0,1,3.25,4,1,0,1,0,1,sweet,cocoa,grassy,no taste,3
Ecuador,80.0,0,3.0,4,1,0,1,0,1,mild bitter,floral,no taste,no taste,2
St. lucia,65.0,0,3.0,4,1,0,1,0,1,woody,nutty,short,no taste,3
Madagascar,66.0,1,3.5,4,0,1,1,0,1,sweet,red berry,sour,no taste,3
Vietnam,80.0,1,3.5,4,1,0,1,0,1,tart,fruity,intense,no taste,3
Trinidad,75.0,0,3.0,4,1,0,1,0,1,sandy,vegetal,sour,no taste,3
Madagascar,72.0,0,3.0,4,1,0,1,0,1,nutty,mild coffee,no taste,no taste,2
Venezuela,70.0,1,3.75,3,1,0,0,0,1,nutty,coffee,rich,no taste,3
Venezuela,70.0,1,3.25,3,1,0,0,0,1,fatty,gritty,roasty,no taste,3
Dominican republic,70.0,1,3.75,3,1,0,0,0,1,raisins,rich choco,no taste,no taste,2
Dominican republic,70.0,1,3.5,3,1,0,0,0,1,spicy,mild fruit,fatty,no taste,3
Bolivia,70.0,0,3.0,3,1,0,0,0,1,intense,cherry,metallic,no taste,3
Bolivia,70.0,0,3.0,3,1,0,0,0,1,woody,floral,metallic,no taste,3
Nicaragua,70.0,0,3.0,3,1,0,0,0,1,earthy,metallic edge,no taste,no taste,2
Vietnam,70.0,1,3.5,3,1,0,0,0,1,spicy,mild roasty,no taste,no taste,2
Venezuela,74.0,1,4.0,3,1,0,0,0,1,creamy,nutty,delicate fruit,no taste,3
Venezuela,70.0,1,4.0,3,1,0,0,0,1,creamy,nutty,fruity,no taste,3
Venezuela,72.0,1,4.0,3,1,0,0,0,1,peanut,coffee,cocoa,bread,4
Venezuela,72.0,1,4.0,3,1,0,0,0,1,creamy,nutty,earthy,no taste,3
Venezuela,72.0,1,3.75,3,1,0,0,0,1,creamy,cocoa,lemon,no taste,3
Venezuela,72.0,1,3.75,3,1,0,0,0,1,creamy,roasted nuts,fatty,no taste,3
Venezuela,72.0,1,3.75,3,1,0,0,0,1,creamy,nutty,cocoa,no taste,3
Venezuela,72.0,1,3.5,3,1,0,0,0,1,creamy,nutty,muted,no taste,3
Venezuela,72.0,1,3.25,3,1,0,0,0,1,creamy,sour,raisin,no taste,3
Venezuela,72.0,1,3.75,3,1,0,0,0,1,fatty,rich,berry notes,no taste,3
Dominican republic,70.0,1,3.25,3,1,0,0,0,0,heavy roast,black licorice,no taste,no taste,2
Dominican republic,70.0,0,2.75,3,1,0,0,0,0,sandy,strawberry,coconut,no taste,3
Honduras,77.0,0,3.0,3,1,0,0,0,1,buttery,intense,spice,roasty,4
Vietnam,72.0,1,3.25,3,1,0,0,0,1,molasses,roasty,no taste,no taste,2
Peru,72.0,0,3.0,4,1,0,1,0,0,sandy,caramel,no taste,no taste,2
Peru,72.0,0,2.75,4,1,0,1,0,0,very sandy,sweet,spicy,no taste,3
Madagascar,72.0,1,3.5,2,0,0,0,0,1,intense,tart,earthy,no taste,3
Belize,72.0,1,3.25,2,0,0,0,0,1,mild metallic,spice,tea,no taste,3
Dominican republic,72.0,1,3.25,2,0,0,0,0,1,roasty,nutty,spicy,no taste,3
Peru,72.0,0,2.25,2,0,0,0,0,1,off notes,pungent,no taste,no taste,2
St.vincent-grenadines,72.0,0,2.75,4,1,0,1,0,1,woody,meaty,vegetal,no taste,3
Belize,70.0,1,3.5,2,0,0,0,0,1,intense,cherry,rich,metallic,4
Dominican republic,70.0,0,2.75,2,0,0,0,0,1,intense,molasses,fruit,no taste,3
Ghana,71.0,0,2.0,5,1,1,1,0,1,gritty,unrefined,off notes,no taste,3
Venezuela,72.0,1,3.25,3,1,0,0,0,1,sandy,sweet,no taste,no taste,2
Ecuador,78.0,1,3.75,4,1,0,1,0,1,full bodied,floral,no taste,no taste,2
Venezuela,72.0,1,3.5,3,1,0,0,0,1,dairy,nutty,butterscotch,no taste,3
Vietnam,65.0,1,3.5,4,1,0,1,0,1,sweet,fruity,vanilla,no taste,3
Ecuador,70.0,1,3.5,4,1,0,1,0,1,floral,bourbon,salt,no taste,3
Madagascar,68.0,1,3.5,5,1,1,1,0,1,vanilla,gateway,no taste,no taste,2
Jamaica,67.0,0,3.0,4,1,0,1,0,1,candy like,sweet,dairy,no taste,3
Peru,75.0,0,3.0,4,1,0,1,0,1,floral,tobacco,candied,no taste,3
Colombia,73.0,1,3.25,4,1,0,1,0,1,complex,bold,gritty,no taste,3
Trinidad,80.0,1,3.25,4,1,0,1,0,1,bold,spice,sour fruit,gritty,4
India,66.0,0,3.0,4,1,0,1,0,1,gritty,coffee,sweet,hammy,4
Venezuela,75.0,0,2.75,3,1,0,0,0,1,harsh,burnt nuts,powdery,no taste,3
Thailand,70.0,1,3.75,3,1,0,0,0,1,brownie,no taste,no taste,no taste,1
Thailand,70.0,1,3.5,3,1,0,0,0,1,nutty,cocoa,sour veggie,no taste,3
Thailand,70.0,1,3.5,3,1,0,0,0,1,herbal,tea-like,no taste,no taste,2
Thailand,70.0,0,3.0,3,1,0,0,0,1,floral,earthy,grassy,no taste,3
Dominican republic,70.0,1,3.5,5,1,1,1,0,1,raisins,prunes,no taste,no taste,2
Dominican republic,68.0,1,3.75,4,1,0,1,0,1,creamy,floral,dried fruit,no taste,3
Dominican republic,65.0,1,3.75,4,1,0,1,0,1,creamy,distinct,dried fruit,no taste,3
Dominican republic,71.5,1,3.5,3,1,0,0,0,1,creamy,balanced,fig,cocoa,4
Dominican republic,70.0,0,3.0,3,1,0,0,0,1,sandy,sweet,acidic,no taste,3
Dominican republic,72.0,0,3.0,4,1,0,1,0,1,creamy,black tea,vegetal,no taste,3
Tanzania,75.0,1,3.25,3,1,0,0,0,1,base cocoa,fruit,fatty,no taste,3
Nicaragua,75.0,0,3.0,3,1,0,0,0,1,spicy,tobacco,no taste,no taste,2
Peru,75.0,0,3.0,3,1,0,0,0,1,muted,grapes,astringent,no taste,3
Ecuador,70.0,1,3.5,4,1,1,0,0,1,intense,mint,marshmallow,no taste,3
Ecuador,70.0,0,3.0,4,1,1,0,0,1,creamy,mild marshmallow,no taste,no taste,2
Ecuador,75.0,0,2.75,4,1,1,0,0,1,sweet,vanilla,coffee,no taste,3
Ecuador,75.0,0,2.5,4,1,1,0,0,1,grassy,earthy,coffee,no taste,3
Dominican republic,70.0,1,3.75,3,1,0,0,0,1,fatty,dark berry,grassy,no taste,3
Mexico,72.0,0,2.0,5,1,1,1,0,1,sweet,vanilla domintates,nut,no taste,3
Colombia,70.0,1,3.25,3,1,0,0,0,1,poor finish,cocoa,grassy,no taste,3
Mexico,70.0,1,3.25,2,0,0,0,0,1,medium roast,nutty,no taste,no taste,2
Belize,70.0,0,3.0,2,0,0,0,0,1,gritty,sour,berries,no taste,3
Vietnam,70.0,0,3.0,2,0,0,0,0,1,sticky,molasses,sour,no taste,3
Mexico,70.0,1,3.75,2,0,0,0,0,1,intense,high acidity,no taste,no taste,2
Philippines,70.0,1,3.25,2,0,0,0,0,1,nuts,dried fruit,grassy,no taste,3
Madagascar,70.0,0,3.0,2,0,0,0,0,1,roasty,nutty,no taste,no taste,2
Papua new guinea,70.0,1,3.25,2,0,0,0,0,1,astringent,smomkey cocoa,no taste,no taste,2
Colombia,70.0,0,3.0,2,0,0,0,0,1,light color,no taste,no taste,no taste,1
Madagascar,72.0,1,3.25,3,1,0,0,0,1,strawberry,intense,sour,no taste,3
Dominican republic,72.0,1,3.25,3,1,0,0,0,1,spicy,molasses,earthy,no taste,3
Dominican republic,72.0,1,3.25,3,1,0,0,0,1,earthy,fatty,tea,no taste,3
Belize,72.0,0,3.0,3,1,0,0,0,1,nutty,sour milk,no taste,no taste,2
Venezuela,72.0,0,2.75,3,1,0,0,0,1,nutty,pungent,sour,no taste,3
Peru,72.0,0,2.5,2,0,0,0,0,1,intense,pungent,tangy,no taste,3
Brazil,70.0,1,3.75,4,1,0,1,0,1,creamy,mild flavors,no taste,no taste,2
Ecuador,70.0,1,3.75,4,1,0,1,0,1,oranges,no taste,no taste,no taste,1
Haiti,70.0,1,3.25,4,1,0,1,0,1,spicy,vanilla,dairy,no taste,3
Peru,70.0,0,2.75,4,1,0,1,0,1,astringent,unbalanced,off,no taste,3
Dominican republic,72.5,0,3.0,5,1,1,0,1,1,vanilla,candy-like,sour milk,no taste,3
Madagascar,72.5,0,3.0,5,1,1,0,1,1,mild vanilla and mild fruit,no taste,no taste,no taste,1
Uganda,72.5,0,2.5,5,1,1,0,1,1,vanilla,earth,cardboard,no taste,3
Ecuador,72.5,0,2.5,5,1,1,0,1,1,intense,bourbon,vanilla,no taste,3
Madagascar,64.0,1,3.5,5,1,1,1,0,1,smooth,rich,lemon,no taste,3
Bolivia,68.0,0,3.0,5,1,1,1,0,1,rich,spice,cheese,no taste,3
Dominican republic,74.0,1,3.75,5,1,1,1,0,1,simple,rich hot cocoa,no taste,no taste,2
Grenada,75.0,1,3.25,5,1,1,1,0,1,creamy,cocoa,spice,no taste,3
Venezuela,71.0,0,3.0,5,1,1,1,0,1,cocoa,nutty,acidic,burning,4
Ecuador,74.0,1,3.75,5,1,1,1,0,1,spicy,roasty,coffee,no taste,3
Brazil,70.0,1,4.0,5,1,1,1,0,1,creamy,woody,nutty,no taste,3
Venezuela,68.0,1,3.75,5,1,1,1,0,1,berry,rich cocoa dominates,no taste,no taste,2
Peru,74.0,1,3.25,5,1,1,1,0,1,floral,soapy,earthy,no taste,3
Fiji,68.0,0,3.0,3,1,0,0,0,1,unrefined,sweet,basic cocoa,no taste,3
Belize,70.0,1,3.25,4,1,0,1,0,1,molasses,high acidity,no taste,no taste,2
Guatemala,70.0,1,3.25,2,0,0,0,0,1,tart,molasses,grits,no taste,3
Dominican republic,70.0,0,3.0,2,0,0,0,0,1,anise,spicy,earthy,no taste,3
Peru,75.0,0,3.0,2,0,0,0,0,1,earthy,molasses,dried fruit,no taste,3
Belize,70.0,1,3.5,2,0,0,0,0,1,fruit,cocoa,grape,no taste,3
Guatemala,70.0,1,3.5,2,0,0,0,0,1,dry,melon,cocoa,no taste,3
Peru,72.0,1,3.5,2,0,0,0,0,1,sandy,grapes,no taste,no taste,2
Blend,74.0,1,3.5,4,1,0,1,0,1,roasty,dark berry,rich,no taste,3
Venezuela,69.0,1,3.5,4,1,0,1,0,1,nutty,grassy,rich cocoa,no taste,3
Ghana,68.0,1,3.25,4,1,0,1,0,1,rich cocoa,burning sensation,no taste,no taste,2
Grenada,68.0,1,3.5,4,1,0,1,0,1,rich,vegetal,banana,spice,4
Dominican republic,66.0,1,3.5,4,1,0,1,0,1,nutty,pear,sour milk,no taste,3
Blend,74.0,0,2.75,4,1,0,1,0,1,brownie,cocoa,sour,sweet,4
Mexico,70.0,1,3.5,2,0,0,0,0,1,rich cocoa,mild fruit & nut,no taste,no taste,2
Mexico,70.0,1,3.5,2,0,0,0,0,1,citrus,prononced orange,no taste,no taste,2
Mexico,70.0,0,3.0,2,0,0,0,0,1,mild hammy,roasty,sour,no taste,3
Cuba,70.0,0,2.75,4,1,0,1,0,1,fatty,roasty,coffee,off note,4
Blend,68.0,0,2.75,4,1,0,1,0,1,nutty,woody,leathery,no taste,3
Vietnam,75.0,1,3.75,4,1,0,1,0,1,creamy,mild honey,floral,no taste,3
Sao tome,75.0,1,3.5,4,1,0,1,0,1,rich,roasty,nutty,smoke,4
Peru,75.0,1,3.25,4,1,0,1,0,1,sandy,fatty,roasty,fruit,4
Brazil,75.0,1,3.25,4,1,0,1,0,1,smokey,rich cocoa,spice,no taste,3
Cuba,75.0,0,3.0,4,1,0,1,0,1,slight burnt,astringent,fruit,no taste,3
Ivory coast,75.0,0,3.0,4,1,0,1,0,1,roasty,nutty,rich cocoa,no taste,3
Madagascar,75.0,0,2.75,4,1,0,1,0,1,roasty,sour,cardboard,no taste,3
Vietnam,75.0,0,2.75,4,1,0,1,0,1,gritty,roasty,waxy,off,4
Venezuela,75.0,0,3.0,5,1,1,1,0,1,chalky,fatty,sweet,no taste,3
Venezuela,75.0,0,3.0,5,1,1,1,0,1,chalky,cocoa,tangy,no taste,3
Blend,72.0,0,3.0,5,1,1,1,0,1,fatty,nutty,woody,no taste,3
Nicaragua,80.0,1,3.5,2,0,0,0,0,1,spicy,grassy,roasty,no taste,3
Nicaragua,73.0,1,3.5,3,1,0,0,0,1,complex,dairy,roasty,no taste,3
Honduras,70.0,1,3.25,3,1,0,0,0,1,sandy,rich cocoa,no taste,no taste,2
Nicaragua,71.0,0,3.0,3,1,0,0,0,1,simple,earthy,cocoa,no taste,3
Bolivia,74.0,1,3.75,3,1,0,0,0,1,well balanced,melon,no taste,no taste,2
Peru,70.0,1,3.5,3,1,0,0,0,1,sandy,light color,grape,no taste,3
Costa rica,70.0,1,3.25,3,1,0,0,0,1,base cocoa,mild ham,woody,no taste,3
Colombia,70.0,0,2.75,3,1,0,0,0,1,sandy,off,hammy,no taste,3
Peru,70.0,1,3.5,2,0,0,0,0,1,intense,sticky,cocoa,no taste,3
Trinidad,70.0,1,3.5,2,0,0,0,0,1,cocoa,spice,fruit,no taste,3
Tanzania,70.0,1,3.5,2,0,0,0,0,1,subtle,spicy,banana,no taste,3
Bolivia,70.0,1,3.25,2,0,0,0,0,1,dried fruit,nutty,mushroom,no taste,3
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,red fruit,brownie,no taste,no taste,2
Costa rica,70.0,0,3.0,2,0,0,0,0,1,roasty,black pepper,woody,no taste,3
Liberia,70.0,1,3.25,2,0,0,0,0,1,floral,black licorice,no taste,no taste,2
Peru,70.0,1,4.0,3,1,0,0,0,1,mild,licorice,coffee,cocoa,4
Honduras,70.0,1,3.5,2,0,0,0,0,1,strong raspberry,mocha,no taste,no taste,2
Belize,70.0,1,3.25,2,0,0,0,0,1,smokey,mild berry,no taste,no taste,2
Ghana,70.0,1,3.75,3,1,0,0,0,1,brownie,no taste,no taste,no taste,1
Jamaica,70.0,1,3.25,3,1,0,0,0,1,woody,mocha,molasses,no taste,3
Bolvia,70.0,1,3.25,3,1,0,0,0,1,spoiled milk,sweet,molasses,no taste,3
Madagascar,71.0,1,3.5,3,1,0,0,0,1,sandy,citrus,no taste,no taste,2
Madagascar,70.0,0,3.0,2,0,0,0,0,1,sweet edge,bright fruit,off,no taste,3
Peru,68.0,1,3.75,2,0,0,0,0,1,rich cocoa,spicy edge,no taste,no taste,2
Peru,65.0,1,3.5,2,0,0,0,0,1,creamy,strawberry,cocoa,no taste,3
Bolivia,68.0,1,3.5,2,0,0,0,0,1,fatty,nutty,melon like,no taste,3
Bolivia,68.0,1,3.5,2,0,0,0,0,1,fatty,grassy,cocoa,no taste,3
Dominican republic,74.0,0,3.0,2,0,0,0,0,1,fatty,roasty,cocoa,no taste,3
Blend,75.0,0,2.75,2,0,0,0,0,1,grits,roasted,nutty,no taste,3
Puerto rico,65.0,0,2.5,5,1,1,1,0,1,black pepper,vanilla,harsh,no taste,3
U.s.a.,70.0,1,3.5,4,1,1,0,0,1,sandy,floral,vanilla,candy,4
U.s.a.,71.0,0,3.0,4,1,1,0,0,1,aluminum,mild coffee,roasty,no taste,3
U.s.a.,72.0,0,3.0,4,1,1,0,0,1,strong,brandy,smoke,no taste,3
U.s.a.,70.0,1,3.75,2,0,0,0,0,1,spicy,candied,complex,no taste,3
U.s.a.,75.0,1,3.75,4,1,1,0,0,1,dairy,pudding,no taste,no taste,2
U.s.a.,65.0,1,3.25,4,1,1,0,0,1,sweet,candy-like,nutty,no taste,3
Nicaragua,75.0,0,2.0,2,0,0,0,0,1,multiple off flavors,metallic,no taste,no taste,2
Nicaragua,78.0,1,3.5,2,0,0,0,0,1,intense mocha flavor,no taste,no taste,no taste,1
Nicaragua,80.0,1,3.25,2,0,0,0,0,1,nutty,mild dairy,no taste,no taste,2
Sumatra,70.0,0,3.0,2,0,0,0,0,1,smokey,earthy,cocoa,no taste,3
Nicaragua,75.0,0,2.5,2,0,0,0,0,1,potting soil,no taste,no taste,no taste,1
Brazil,70.0,0,3.0,2,0,0,0,0,1,rustic,basic cocoa,earthy,no taste,3
Colombia,65.0,1,3.5,5,1,1,1,0,1,marshmallow,rich brownie,no taste,no taste,2
Ghana,75.0,0,2.75,3,1,0,0,0,1,gritty,cocoa base,ashey,no taste,3
Uganda,75.0,0,2.5,3,1,0,0,0,1,gritty,roasty,rubbery,no taste,3
Madagascar,70.0,1,3.75,5,1,1,1,0,1,sandy,woody,peanut butter,no taste,3
Madagascar,67.0,1,3.5,5,1,1,1,0,1,sandy,red berry,cocoa,no taste,3
Madagascar,75.0,1,3.5,5,1,1,1,0,1,sticky,bitter,nutty,no taste,3
Mexico,72.0,0,2.75,4,1,1,0,0,1,raisiny,chewy,no taste,no taste,2
Costa rica,70.0,0,2.75,4,1,1,0,0,1,sticky,strong vanilla,pepper,no taste,3
Dominican republic,70.0,0,2.5,4,1,1,0,0,1,sandy,sweet,strong vanilla,no taste,3
U.s.a.,70.0,1,3.5,4,1,1,0,0,1,vanilla,brownie,peanut,no taste,3
U.s.a.,70.0,1,3.25,4,1,1,0,0,1,creamy,vanilla,rich fruit,no taste,3
U.s.a.,70.0,1,3.25,4,1,1,0,0,1,creamy,burnt nuts,woody,no taste,3
Brazil,70.0,1,3.5,4,1,1,0,0,1,strong vanilla,nut,coffee,no taste,3
Puerto rico,70.0,0,2.75,4,1,1,0,0,1,intense vanilla,swiss miss,no taste,no taste,2
U.s.a.,70.0,0,2.75,4,1,1,0,0,1,fatty,vanilla,candy-like,no taste,3
Mexico,70.0,0,2.75,4,1,1,0,0,1,vanilla,earthy,caramel,no taste,3
Solomon islands,73.0,1,3.5,2,0,0,0,0,1,mild earthy,mild cocoa,nut,no taste,3
Dominican republic,70.0,1,3.75,5,1,1,1,0,1,creamy,hay,nutty,no taste,3
Cuba,70.0,1,3.25,5,1,1,1,0,1,nutty,cooling sensation,no taste,no taste,2
Ecuador,70.0,0,3.0,4,0,1,1,0,1,creamy,nutty,mass market,no taste,3
Tanzania,75.0,0,2.0,4,1,1,0,0,1,chalky,astringent,vanilla,no taste,3
Ecuador,70.0,0,2.0,4,1,0,1,0,1,strong vanilla,some spice,no taste,no taste,2
Madagascar,73.0,1,3.5,4,1,0,1,0,1,creamy,sublte grape notes,no taste,no taste,2
Madagascar,75.0,0,2.75,4,1,0,1,0,1,cardboard,tea-like,no taste,no taste,2
Philippines,65.0,1,3.5,5,1,1,1,0,1,sandy,sweet,cocoa,no taste,3
Thailand,70.0,0,2.75,3,1,0,0,0,0,gummy,smokey,hammy,no taste,3
Venezuela,70.0,0,3.0,3,1,0,0,0,1,hammy,unrecognizable,no taste,no taste,2
Dominican republic,74.0,1,3.75,3,1,0,0,0,1,berry,nutty,sour,no taste,3
Venezuela,74.0,0,2.75,3,1,0,0,0,1,nutty,green,no taste,no taste,2
Peru,74.0,0,2.5,3,1,0,0,0,1,rubber,off medicinal,no taste,no taste,2
Ecuador,74.0,0,2.5,2,0,0,0,0,1,soil,wet,off notes,no taste,3
Colombia,70.0,0,2.75,4,1,0,1,0,1,muted,nutty,no taste,no taste,2
Liberia,72.0,1,3.25,3,1,0,0,0,1,molassses,intense,off,herb,4
U.s.a.,72.0,1,3.25,3,1,0,0,0,1,molasses,sweet,cocoa,no taste,3
Peru,72.0,0,3.0,3,1,0,0,0,1,banana,menthol,medicinal,no taste,3
U.s.a.,72.0,0,2.75,3,1,0,0,0,1,oily,tangy,fruit,earthy,4
U.s.a.,72.0,1,3.75,3,1,0,0,0,1,orange,cocoa,no taste,no taste,2
Costa rica,72.0,1,3.75,3,1,0,0,0,1,dried fruit,balanced,cocoa,no taste,3
Papua new guinea,72.0,1,3.5,3,1,0,0,0,1,smoke,fruit,no taste,no taste,2
Peru,70.0,1,3.25,3,1,0,0,0,1,sweet,fatty,fig,no taste,3
U.s.a.,70.0,1,3.5,3,1,0,0,0,1,dried fruit,spicy,sticky,intense,4
Ghana,70.0,1,3.5,2,0,0,0,0,1,cocoa,coconut,no taste,no taste,2
Dominican republic,70.0,1,3.25,2,0,0,0,0,1,chewy,brownie like,no taste,no taste,2
Ecuador,70.0,1,3.25,2,0,0,0,0,1,grits,roaste brownie,no taste,no taste,2
Venezuela,70.0,1,3.75,2,0,0,0,0,1,nutty,intense,roasty,no taste,3
Nicaragua,70.0,1,3.75,3,1,0,0,0,1,basic,balanced,deep cocoa,no taste,3
Peru,70.0,1,3.5,3,1,0,0,0,1,nutty,roasty,no taste,no taste,2
Dominican republic,70.0,1,3.5,3,1,0,0,0,1,fruity,tangy,cocoa,no taste,3
Ecuador,70.0,1,3.5,3,1,0,0,0,1,coarse,floral,rum,no taste,3
Nicaragua,70.0,1,3.5,3,1,0,0,0,1,rich,bright fruit,no taste,no taste,2
Peru,68.0,1,3.5,3,1,0,0,0,1,lemon,spicy,cocoa,no taste,3
Honduras,78.0,1,3.5,3,1,0,0,0,1,grassy,woody,sweet,no taste,3
Tanzania,72.0,0,3.0,3,1,0,0,0,1,sweet,fatty,roasty,no taste,3
Trinidad,70.0,0,2.75,3,1,0,0,0,1,heavy roast,few grits,rich,no taste,3
Colombia,75.0,0,2.75,3,1,0,0,0,1,roasty,coffee,rubber,no taste,3
Vietnam,75.0,1,3.25,3,1,0,0,0,1,intense,sour,tart,no taste,3
Vietnam,73.0,0,3.0,2,0,0,0,0,1,earthy,tobacco,ashey,no taste,3
Dominican republic,72.0,1,3.5,3,1,0,0,0,1,complex,creamy,cherry,no taste,3
Mexico,72.0,1,3.25,3,1,0,0,0,1,sweet,spicy,dirty,no taste,3
Blend,72.0,0,3.0,3,1,0,0,0,1,off notes,rubbery,hammy,no taste,3
Peru,70.0,0,3.0,4,1,0,1,0,1,pungent,tangy,grapes,no taste,3
Peru,70.0,0,3.0,3,1,0,0,0,1,pungent,grapes,brownie,no taste,3
Peru,70.0,0,2.75,3,1,0,0,0,1,smokey,dirty,sour,no taste,3
Blend,75.0,1,3.25,2,0,0,0,0,1,earthy,coffee,roasty,no taste,3
Haiti,75.0,0,2.75,2,0,0,0,0,1,dried fruit,woody,dirty,no taste,3
Vietnam,76.0,1,3.5,3,1,0,0,0,1,citrus,no taste,no taste,no taste,1
Vietnam,72.0,1,3.5,3,1,0,0,0,1,roasty,coffee,no taste,no taste,2
Vietnam,70.0,1,3.5,3,1,0,0,0,1,cocoa,spice,late sour,no taste,3
Vietnam,78.0,1,3.5,3,1,0,0,0,1,sticky,pepper,cinamon,rich,4
Vietnam,74.0,1,3.5,3,1,0,0,0,1,melon,roasty,no taste,no taste,2
Vietnam,80.0,0,3.0,3,1,0,0,0,1,creamy,fatty,black pepper,no taste,3
Vietnam,75.0,1,3.5,3,1,0,0,0,1,fatty,heavy roast,nutty,no taste,3
Vietnam,70.0,1,3.75,2,0,0,0,0,1,spicy and fragrant,no taste,no taste,no taste,1
Vietnam,68.0,1,3.5,2,0,0,0,0,1,roasty,rich,coffee,nut,4
Vietnam,75.0,1,3.5,3,1,0,0,0,1,fatty,roasty,nutty,no taste,3
Dominican republic,74.0,0,2.25,4,1,1,0,0,1,waxy,rubber,medicinal,no taste,3
