,country_of_bean_origin,cocoa_percent,rating,rating_category,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,number_of_taste
825,Ghana,60.0,3.5,2,4,1,0,1,0,1,0,coarse,hazelnut,peanut,no taste,3
826,Madagascar,65.0,3.5,2,4,1,0,1,0,1,0,banana,no taste,no taste,no taste,1
827,Costa rica,70.0,3.5,2,4,1,0,1,0,1,0,few grits,spicy,cocoa,no taste,3
828,Peru,75.0,3.5,2,4,1,0,1,0,1,0,very coarse,intense,spice,no taste,3
829,Vietnam,80.0,3.0,1,4,1,0,1,0,1,0,intense,bitter,off notes,no taste,3
830,Peru,70.0,3.5,2,2,0,0,0,0,1,0,coarse,perfume,heavy roast,no taste,3
831,Dominican republic,65.0,3.5,2,2,0,0,0,0,1,0,choco covered strawberry,no taste,no taste,no taste,1
832,Peru,66.0,3.5,2,2,0,0,0,0,0,1,olive,rum,no taste,no taste,2
833,Peru,70.0,2.5,0,2,0,0,0,0,1,0,fruit,cough medicine,no taste,no taste,2
834,Peru,81.0,2.0,0,2,0,0,0,0,0,1,sandpaper,some fruit,bitter,no taste,3
835,Peru,66.0,3.5,2,2,0,0,0,0,1,0,spice,citrus,sweet,no taste,3
836,Nicaragua,68.0,3.25,1,2,0,0,0,0,1,0,sweet,tobacco,no taste,no taste,2
837,Costa rica,80.0,3.0,1,2,0,0,0,0,1,0,mild bitter,roasty,red berry,no taste,3
838,Guatemala,73.0,3.5,2,2,0,0,0,0,1,0,roasty,grapes,rich brownie,no taste,3
839,Peru,70.0,3.5,2,2,0,0,0,0,1,0,slight dry,citrus,grapefruit,no taste,3
840,India,71.0,3.25,1,3,1,0,0,0,1,0,tea,spicy,sweet,no taste,3
841,Venezuela,65.0,3.5,2,3,1,0,0,0,1,0,complex,mild licorice,spice,no taste,3
842,Jamaica,70.0,3.25,1,3,1,0,0,0,1,0,creamy,roasty,tobacco,no taste,3
843,Jamaica,70.0,3.0,1,3,1,0,0,0,1,0,creamy,simple,nutty,no taste,3
844,Jamaica,80.0,2.75,0,3,1,0,0,0,1,0,slightly burnt,earthy,no taste,no taste,2
845,Venezuela,70.0,4.0,2,3,1,0,0,0,1,0,tart,roasted cocoa,no taste,no taste,2
846,Dominican republic,72.0,3.5,2,3,1,0,0,0,1,0,red berry,some roasty notes,no taste,no taste,2
847,Jamaica,70.0,3.5,2,3,1,0,0,0,1,0,woody,grassy,long,no taste,3
848,Jamaica,70.0,3.25,1,3,1,0,0,0,1,0,grassy,brownie,astringent,no taste,3
849,Dominican republic,72.0,3.25,1,3,1,0,0,0,1,0,spicy,cocoa,no taste,no taste,2
850,Venezuela,76.0,3.25,1,3,1,0,0,0,1,0,bready,nutty,earthy,intense,4
851,Madagascar,74.0,3.0,1,3,1,0,0,0,1,0,sandy,cocoa,red fruit,no taste,3
852,Ghana,74.0,2.75,0,3,1,0,0,0,1,0,mild bitter,mild cocoa,roasty,no taste,3
853,Madagascar,74.0,2.75,0,3,1,0,0,0,1,0,woody,red fruit,sour,no taste,3
854,Madagascar,74.0,4.0,2,3,1,0,0,0,1,0,caramel,nuts,dried fruit,no taste,3
855,Papua new guinea,69.0,4.0,2,2,0,0,0,0,1,0,tart,red berry,smoke,no taste,3
856,Papua new guinea,69.0,3.5,2,2,0,0,0,0,1,0,mild smoke and fruit,no taste,no taste,no taste,1
857,Papua new guinea,69.0,3.5,2,2,0,0,0,0,1,0,smoke,fruit,sour,hammy,4
858,Papua new guinea,69.0,3.0,1,2,0,0,0,0,1,0,sandy,smoke,red berry,no taste,3
859,Peru,70.0,4.0,2,3,1,0,0,0,1,0,chocolate covered banana,no taste,no taste,no taste,1
860,Dominican republic,72.0,3.75,2,3,1,0,0,0,1,0,blackberries,caramel,roasty,no taste,3
861,Peru,70.0,3.75,2,3,1,0,0,0,1,0,cocoa and fresh grapes,no taste,no taste,no taste,1
862,Dominican republic,72.0,3.25,1,3,1,0,0,0,1,0,mildly burnt caramel,no taste,no taste,no taste,1
863,Peru,70.0,3.5,2,3,1,0,0,0,1,0,orange,mellow but flavorful,no taste,no taste,2
864,Peru,70.0,3.5,2,3,1,0,0,0,1,0,fruity,floral,caramel,no taste,3
865,Peru,70.0,3.5,2,3,1,0,0,0,1,0,slow develop,caramel,roasty,no taste,3
866,Peru,70.0,3.0,1,3,1,0,0,0,1,0,light color,leathery flavor,no taste,no taste,2
867,Guatemala,70.0,3.75,2,3,1,0,0,0,1,0,long lasting,fruit,spicy,no taste,3
868,Guatemala,70.0,3.5,2,3,1,0,0,0,1,0,rich cocoa,mild,fatty,no taste,3
869,Guatemala,70.0,3.5,2,3,1,0,0,0,1,0,rich cocoa,nuts,no taste,no taste,2
870,Venezuela,72.0,3.5,2,3,1,0,0,0,1,0,complex,nuts,spice,floral,4
871,Venezuela,72.0,3.25,1,3,1,0,0,0,1,0,roasty,mild fatty,no taste,no taste,2
872,Tanzania,70.0,3.75,2,2,0,0,0,0,1,0,creamy,simple,strong choco,no taste,3
873,Brazil,70.0,3.5,2,2,0,0,0,0,1,0,creamy,fragrant,no taste,no taste,2
874,Peru,70.0,4.0,2,2,0,0,0,0,1,0,banana,yogurt,cocoa,no taste,3
875,Belize,70.0,3.5,2,2,0,0,0,0,1,0,spice,fatty,mild cocoa,no taste,3
876,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,strong fruit,ham,deep cocoa,no taste,3
877,Nicaragua,70.0,3.5,2,2,0,0,0,0,1,0,vegetal,herbs,raw,no taste,3
878,Nicaragua,70.0,3.75,2,3,1,0,0,0,1,0,creamy,black pepper,nut,no taste,3
879,Guatemala,70.0,4.0,2,3,1,0,0,0,1,0,honey,deep cocoa,no taste,no taste,2
880,Nicaragua,70.0,4.0,2,3,1,0,0,0,1,0,banana,dairy,cocoa,no taste,3
881,Nicaragua,70.0,3.75,2,3,1,0,0,0,1,0,strong cocoa,orange citrus,no taste,no taste,2
882,Nicaragua,70.0,3.75,2,3,1,0,0,0,1,0,cocoa,savory,no taste,no taste,2
883,Nicaragua,70.0,3.75,2,3,1,0,0,0,1,0,black pepper,high astringency,no taste,no taste,2
884,Nicaragua,68.0,3.5,2,3,1,0,0,0,1,0,unique flavor,floral-spice mix,no taste,no taste,2
885,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,delicate,balanced,no taste,no taste,2
886,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,woody,grassy,spicy,no taste,3
887,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,high acidity,grassy,no taste,no taste,2
888,Nicaragua,60.0,3.0,1,3,1,0,0,0,1,0,sweet,metallic,no taste,no taste,2
889,Nicaragua,70.0,3.0,1,3,1,0,0,0,1,0,floral,sticky,no taste,no taste,2
890,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,tobacco,woody,wild berry,no taste,3
891,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,roasty,fatty,woody,no taste,3
892,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,fatty,leathery,earthy,no taste,3
893,Nicaragua,70.0,3.75,2,3,1,0,0,0,1,0,oily,gritty,savory,no taste,3
894,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,intense olive,citrus,vegetal,no taste,3
895,Honduras,70.0,3.25,1,3,1,0,0,0,1,0,spicy,earthy,no taste,no taste,2
896,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,oily,fatty,bold olive,no taste,3
897,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,baked bread,no taste,no taste,no taste,1
898,Nicaragua,70.0,3.25,1,3,1,0,0,0,1,0,oily,burnt black pepper,no taste,no taste,2
899,Nicaragua,70.0,3.5,2,3,1,0,0,0,1,0,mild fatty,nutty,roasty,no taste,3
900,Nicaragua,85.0,3.25,1,3,1,0,0,0,1,0,oily,spicy,sour,no taste,3
901,Nicaragua,60.0,3.0,1,3,1,0,0,0,1,0,oily,sweet,dairy,bland,4
902,Costa rica,66.0,3.25,1,3,1,0,0,0,1,0,cocoa,spicy,sweet,no taste,3
903,Costa rica,70.0,3.0,1,3,1,0,0,0,1,0,fatty,sweet,vanilla,no taste,3
904,Peru,70.0,2.5,0,3,1,0,0,0,1,0,oily,tart,chlorine,no taste,3
905,Dominican republic,70.0,3.75,2,3,1,0,0,0,1,0,dried fruit,intense,no taste,no taste,2
906,Ecuador,75.0,3.0,1,3,1,0,0,0,1,0,sandy,sweet,molasses,floral,4
907,Trinidad,70.0,3.75,2,3,1,0,0,0,1,0,delicate,hebs,choco,no taste,3
908,Peru,76.0,3.0,1,3,1,0,0,0,1,0,acidic,undefined,brownie,off,4
909,Costa rica,74.0,4.0,2,2,0,0,0,0,1,0,oily,dried fruit,leather,no taste,3
910,Bolivia,74.0,3.75,2,2,0,0,0,0,1,0,oily,tropical,no taste,no taste,2
911,Madagascar,74.0,3.75,2,2,0,0,0,0,1,0,balanced,fruit,nut,roasty,4
912,Colombia,85.0,3.5,2,2,0,0,0,0,1,0,black current,bitter,astringent,no taste,3
913,Venezuela,70.0,3.5,2,3,1,0,0,0,1,0,dried fruit,cocoa,no taste,no taste,2
914,Madagascar,70.0,3.0,1,2,0,0,0,0,1,0,grainy texture,sour,hammy,no taste,3
915,Tanzania,70.0,3.0,1,2,0,0,0,0,1,0,accessible,sweet,sandy,no taste,3
916,Taiwan,70.0,2.5,0,3,1,0,0,0,1,0,cheesy off flavor,no taste,no taste,no taste,1
917,U.s.a.,85.0,2.5,0,3,0,1,0,0,1,0,gritty,ambiguous,no taste,no taste,2
918,Ghana,70.0,4.0,2,4,1,0,1,0,1,0,cocoa and coconut,no taste,no taste,no taste,1
919,Dominican republic,70.0,3.5,2,4,1,0,1,0,1,0,sticky,spice,roasty,earthy,4
920,Dominican republic,80.0,3.5,2,4,1,0,1,0,1,0,deep cocoa,fruit,spice,no taste,3
921,Madagascar,75.0,3.5,2,4,1,0,1,0,1,0,red fruit,tart,fat,leathery,4
922,Madagascar,65.0,3.25,1,4,1,0,1,0,1,0,sandy,sweet,candy tart,no taste,3
923,St. lucia,77.0,3.5,2,3,1,0,0,0,1,0,chewy,woody,rustic,no taste,3
924,Venezuela,75.0,3.5,2,3,1,0,0,0,1,0,fatty,creamy,roasty,no taste,3
925,Guatemala,72.0,2.75,0,3,1,0,0,0,1,0,dry,grainy,spicy,roasty,4
926,Venezuela,75.0,2.75,0,3,1,0,0,0,1,0,earthy,roasty,strong vanilla,no taste,3
927,Brazil,66.0,3.0,1,2,0,0,0,0,1,0,mild woody,black licorice,no taste,no taste,2
928,Belize,70.0,3.5,2,2,0,0,0,0,1,0,mild strawberry,cocoa,no taste,no taste,2
929,Venezuela,70.0,3.0,1,2,0,0,0,0,1,0,poor texture,earthy,no taste,no taste,2
930,Costa rica,73.0,3.0,1,3,1,0,0,0,1,0,floral,rubbery,woody,no taste,3
931,Colombia,73.0,2.5,0,3,1,0,0,0,1,0,acidic,mildly burnt,metallic,no taste,3
932,Guatemala,77.0,3.25,1,3,1,0,0,0,1,0,sweet edge,bright fruit,sour,no taste,3
933,Nicaragua,77.0,3.25,1,3,1,0,0,0,1,0,mild molasses,rich,gateway,no taste,3
934,Mexico,77.0,2.75,0,3,1,0,0,0,1,0,sour off flavor,nutty,earthy,no taste,3
935,Peru,70.0,3.25,1,3,1,0,0,0,1,0,creamy,fig,no taste,no taste,2
936,Belize,70.0,2.75,0,2,0,0,0,0,1,0,fruit,tart,rubber,no taste,3
937,Vietnam,72.0,3.0,1,5,1,1,1,0,1,0,fatty,vanilla,dairy,no taste,3
938,Blend,70.0,2.5,0,5,1,1,1,0,1,0,mildly rich,basic,roasty,no taste,3
939,Madagascar,70.0,3.5,2,2,0,0,0,0,1,0,rich,coffee,cherry,no taste,3
940,Peru,73.0,2.5,0,2,0,0,0,0,1,0,sour grapes,pungent,ashey,no taste,3
941,Grenada,71.0,2.5,0,5,1,1,1,0,1,0,very sour,grassy,fatty,no taste,3
942,Grenada,60.0,2.75,0,5,1,1,1,0,1,0,very sweet,coffee,mild sour,no taste,3
943,Grenada,82.0,3.25,1,5,1,1,1,0,1,0,chunky,muted,mild bitter,no taste,3
944,Blend,64.0,3.25,1,4,1,0,1,0,1,0,mild nutty,spicy,brownie,no taste,3
945,Ecuador,64.0,3.0,1,4,1,0,1,0,1,0,sl. sweet,nutty,off note,no taste,3
946,Ghana,64.0,3.0,1,4,1,0,1,0,1,0,hot cocoa,very nutty,no taste,no taste,2
947,Blend,64.0,3.0,1,4,1,0,1,0,1,0,light perfume,mild,sweet,no taste,3
948,Venezuela,76.0,3.0,1,4,1,0,1,0,1,0,gritty,roasty,strong coffee,no taste,3
949,Madagascar,70.0,2.75,0,4,1,0,1,0,1,0,earthy,chemical or burnt note,no taste,no taste,2
950,Madagascar,65.0,3.5,2,5,1,1,1,0,1,0,creamy,sweet,blueberry,no taste,3
951,Ecuador,65.0,3.5,2,5,1,1,1,0,1,0,creamy,blackberry,no taste,no taste,2
952,Blend,61.0,3.5,2,5,1,1,1,0,1,0,sweet,rich cocoa,mild citrus,no taste,3
953,Colombia,65.0,3.0,1,5,1,1,1,0,1,0,creamy,sweet,floral,vanilla,4
954,Blend,61.0,3.0,1,5,1,1,1,0,1,0,fatty,cocoa,fruity,no taste,3
955,Venezuela,65.0,2.5,0,5,1,1,1,0,1,0,sweet,creamy,vanilla,no taste,3
956,Blend,72.0,3.5,2,5,1,1,1,0,1,0,creamy,sandy,nutmeg,moss,4
957,Venezuela,65.0,3.5,2,5,1,1,1,0,1,0,creamy,nutty,no taste,no taste,2
958,Peru,65.0,3.0,1,5,1,1,1,0,1,0,sweet,vanilla,rich,no taste,3
959,Blend,64.0,3.0,1,5,1,1,1,0,1,0,perfume,vanilla,no taste,no taste,2
960,Blend,70.0,3.5,2,5,1,1,1,0,1,0,complex,fruit,nut,raisin,4
961,U.s.a.,55.0,3.0,1,5,1,1,1,0,1,0,sweet,mild lemon,no taste,no taste,2
962,Blend,91.0,3.0,1,5,1,1,1,0,1,0,bitter,fatty,fruit,no taste,3
963,Trinidad,65.0,3.0,1,5,1,1,1,0,1,0,creamy,mild tobacco,ham,no taste,3
964,Blend,61.0,3.25,1,5,1,1,1,0,1,0,sweet,creamy,floral,orange,4
965,Blend,72.0,3.25,1,5,1,1,1,0,1,0,dry,sticky,brownie,no taste,3
966,Blend,72.0,2.75,0,5,1,1,1,0,1,0,dutched?,intense,rich cocoa,no taste,3
967,Ecuador,65.0,3.5,2,5,1,1,1,0,1,0,very spicy,roasty,no taste,no taste,2
968,Jamaica,65.0,3.25,1,5,1,1,1,0,1,0,sweet,vanilla,cocoa,no taste,3
969,Haiti,65.0,2.75,0,5,1,1,1,0,1,0,creamy,sl. Burnt,roasty,no taste,3
970,Nicaragua,65.0,2.75,0,5,1,1,1,0,1,0,floral,over roasted,harsh,no taste,3
971,Blend,70.0,3.75,2,5,1,1,1,0,1,0,nutty,black licorice,no taste,no taste,2
972,Blend,70.0,3.5,2,3,1,0,0,0,1,0,sandy,intense,cherry,no taste,3
973,Dominican republic,75.0,3.25,1,3,1,0,0,0,1,0,chalky,berry,cocoa,no taste,3
974,U.s.a.,66.0,3.25,1,3,1,0,0,0,1,0,muted,mild fruit,sweet,no taste,3
975,Blend,70.0,3.0,1,3,1,0,0,0,1,0,fatty,nutty,earthy,no taste,3
976,Blend,80.0,3.0,1,3,1,0,0,0,1,0,sandy,roasted vegetal,no taste,no taste,2
977,Papua new guinea,80.0,2.75,0,3,1,0,0,0,1,0,smokey,cherries,sour,no taste,3
978,Blend,74.0,2.75,0,3,1,0,0,0,1,0,XL nibs,sour,cardboard,no taste,3
979,Blend,65.0,2.75,0,3,1,0,0,0,1,0,molasses,sweet,long,cocoa,4
980,Ecuador,77.0,2.5,0,4,1,1,0,0,1,0,buttery,floral,burnt,no taste,3
981,Ecuador,70.0,3.0,1,4,1,0,1,0,1,0,chewy,fatty,sweet,nutty,4
982,Ecuador,55.0,2.75,0,4,1,0,1,0,1,0,overyly sweet,banana,yogurt,no taste,3
983,Brazil,77.0,3.5,2,3,1,0,0,0,1,0,rich chocolate,sweet edge,no taste,no taste,2
984,Brazil,74.0,3.5,2,3,1,0,0,0,1,0,rich chocolate,sandy texture,no taste,no taste,2
985,Brazil,67.0,3.0,1,3,1,0,0,0,1,0,sandy,sweet,dried fruit,no taste,3
986,Brazil,85.0,3.25,1,3,1,0,0,0,1,0,powdery,rich,coffee,roasty,4
987,Brazil,75.0,3.0,1,3,1,0,0,0,1,0,flat,late tart notes,no taste,no taste,2
988,Vietnam,70.0,3.25,1,3,1,0,0,0,1,0,sandy,brownie,coconut,no taste,3
989,India,70.0,3.0,1,3,1,0,0,0,1,0,sandy,sweet,cocoa,no taste,3
990,Dominican republic,70.0,3.5,2,3,1,0,0,0,1,0,earthy,dirty,dried fruit,no taste,3
991,Tanzania,72.0,3.25,1,3,1,0,0,0,1,0,cocoa,fatty,fruit,no taste,3
992,Peru,65.0,2.75,0,3,1,0,0,0,1,0,pungent,chemical,no taste,no taste,2
993,Peru,64.0,2.75,0,3,0,0,1,0,1,0,powdery,vanilla,artificial,no taste,3
994,Venezuela,71.0,3.0,1,4,1,0,1,0,1,0,nutty,sweet,fatty,sandy,4
995,Indonesia,71.0,2.5,0,4,1,0,1,0,1,0,rubber,fatty,sandy,grape,4
996,Blend,71.0,2.5,0,4,1,0,1,0,1,0,sandy,fatty,chemical,no taste,3
997,Belize,70.0,3.25,1,3,1,0,0,0,1,0,pungent raisin,metallic,no taste,no taste,2
998,Costa rica,74.0,3.5,2,3,1,0,0,0,1,0,mostly earthy,mild dried fruit,no taste,no taste,2
999,Ecuador,67.0,3.75,2,3,1,0,0,0,1,0,nutty,butterscotch,no taste,no taste,2
1000,U.s.a.,67.0,3.75,2,3,1,0,0,0,1,0,spicy,intense,fades fast,no taste,3
1001,Bolivia,67.0,3.5,2,3,1,0,0,0,1,0,full flavor spectrum,no taste,no taste,no taste,1
1002,Bolivia,67.0,3.0,1,3,1,0,0,0,1,0,woody,earthy,medicinal,no taste,3
1003,U.s.a.,72.0,3.5,2,3,1,0,0,0,1,0,astringent,smoke,cream,no taste,3
1004,Ecuador,70.0,3.5,2,3,1,0,0,0,1,0,floral,no taste,no taste,no taste,1
1005,Ecuador,77.0,3.5,2,3,1,0,0,0,1,0,strong floral,black licorice,no taste,no taste,2
1006,Bolivia,72.0,4.0,2,3,1,0,0,0,1,0,dark berry,honey,cream,no taste,3
1007,Bolivia,68.0,3.75,2,3,1,0,0,0,1,0,creamy,mild nutty & woody,no taste,no taste,2
1008,Venezuela,74.0,3.5,2,3,1,0,0,0,1,0,sandy,sweet,mild fruit,no taste,3
1009,Uganda,57.0,2.75,0,3,1,0,0,0,1,0,too sweet,spicy,candied,no taste,3
1010,Ecuador,73.0,3.25,1,2,0,0,0,0,0,1,floral,palm,sour,no taste,3
1011,Peru,70.0,3.25,1,2,0,0,0,0,0,1,palm,spicy,flour,no taste,3
1012,Madagascar,74.0,3.0,1,2,0,0,0,0,0,1,sandy,tart,tangy,palm,4
1013,Venezuela,70.0,3.0,1,2,0,0,0,0,0,1,intense,palm,nutty,no taste,3
1014,Tanzania,70.0,2.75,0,2,0,0,0,0,0,1,intense,palm,earthy,no taste,3
1015,Dominican republic,71.0,3.5,2,2,0,0,0,0,0,1,fruity,tannic,coconut,no taste,3
1016,Tanzania,70.0,3.0,1,2,0,0,0,0,0,1,lemon,late sour & molasses,no taste,no taste,2
1017,Madagascar,74.0,2.75,0,2,0,0,0,0,0,1,sour,citrus,molasses,no taste,3
1018,Ecuador,73.0,2.5,0,2,0,0,0,0,0,1,harsh flavor,hay,no taste,no taste,2
1019,Peru,70.0,2.25,0,2,0,0,0,0,0,1,light color,sour,pungent,no taste,3
1020,Peru,66.0,3.5,2,3,1,0,0,0,1,0,mild caramel,honey,no taste,no taste,2
1021,Dominican republic,75.0,3.25,1,3,1,0,0,0,1,0,intense,bitter,coffee,no taste,3
1022,Madagascar,70.0,2.75,0,3,1,0,0,0,1,0,sour,earthy,no taste,no taste,2
1023,Venezuela,72.0,2.75,0,3,1,0,0,0,1,0,nutty,off notes,no taste,no taste,2
1024,Ecuador,85.0,3.5,2,3,1,0,0,0,1,0,butterscotch,burnt cinnamon,no taste,no taste,2
1025,Venezuela,68.0,3.25,1,3,1,0,0,0,1,0,high acid,sweet,nut,strawberry,4
1026,Ecuador,58.0,3.5,2,4,1,0,1,0,1,0,dry,nutty,sweet,no taste,3
1027,Ecuador,58.0,3.25,1,4,1,0,1,0,1,0,dry,intense floral,spciy,no taste,3
1028,Ecuador,72.0,3.0,1,2,0,0,0,0,1,0,dry,floral,slight musty,no taste,3
1029,Ecuador,80.0,2.5,0,2,0,0,0,0,1,0,sandy,perfume,nutty,no taste,3
1030,Ecuador,80.0,2.0,0,4,1,0,1,0,1,0,perfume,burning,no taste,no taste,2
1031,Dominican republic,75.0,3.75,2,2,0,0,0,0,1,0,red berry,cocoa,mild coffee,no taste,3
1032,Peru,70.0,3.5,2,2,0,0,0,0,1,0,coffee,red berry,tart,no taste,3
1033,Dominican republic,70.0,2.75,0,2,0,0,0,0,1,0,sandy,red berry,sour,no taste,3
1034,Ivory coast,70.0,2.5,0,2,0,0,0,0,1,0,dry,sour,cheesey,off,4
1035,Ecuador,70.0,3.5,2,4,1,0,1,0,1,0,floral,roasty,coffee,no taste,3
1036,Madagascar,70.0,3.5,2,4,1,0,1,0,1,0,rich cocoa,fatty,no taste,no taste,2
1037,Trinidad,70.0,3.5,2,4,1,0,1,0,1,0,creamy,nutty,tea,fatty,4
1038,Venezuela,70.0,3.5,2,4,1,0,1,0,1,0,muted,fatty,nutty,no taste,3
1039,Peru,70.0,2.75,0,4,1,0,1,0,1,0,sour,raw,green,no taste,3
1040,Ecuador,72.0,2.5,0,2,0,0,0,0,0,1,true to sugar,green,fatty,no taste,3
1041,St. lucia,70.0,4.0,2,2,0,0,0,0,1,0,cardamon,no taste,no taste,no taste,1
1042,St. lucia,70.0,2.75,0,2,0,0,0,0,1,0,smoke,cocoa,fruit,fuel,4
1043,Colombia,75.0,2.75,0,4,1,0,1,0,1,0,dry,woody,dried fruit,no taste,3
1044,Honduras,72.0,3.0,1,4,1,0,1,0,1,0,sour raisin,woody,fatty,no taste,3
1045,Tanzania,80.0,3.0,1,4,1,0,1,0,1,0,fatty,mild bitter,banana,no taste,3
1046,St. lucia,72.0,3.0,1,3,1,0,0,0,1,0,grassy,tobacco,intense,no taste,3
1047,Sao tome,72.0,3.0,1,4,1,0,1,0,1,0,fungal,mushroom,mild burn,no taste,3
1048,Tanzania,75.0,2.75,0,4,1,0,1,0,1,0,sandy,sweet,mild cocoa,no taste,3
1049,Venezuela,70.0,2.75,0,4,1,0,1,0,1,0,ashey,woody,bright red,no taste,3
1050,St. lucia,65.0,3.25,1,4,1,0,1,0,1,0,sweet,cocoa,grassy,no taste,3
1051,Ecuador,80.0,3.0,1,4,1,0,1,0,1,0,mild bitter,floral,no taste,no taste,2
1052,St. lucia,65.0,3.0,1,4,1,0,1,0,1,0,woody,nutty,short,no taste,3
1053,Madagascar,66.0,3.5,2,4,0,1,1,0,1,0,sweet,red berry,sour,no taste,3
1054,Vietnam,80.0,3.5,2,4,1,0,1,0,1,0,tart,fruity,intense,no taste,3
1055,Ecuador,82.0,3.5,2,2,0,0,0,0,1,0,oily,spicy,sl. Burnt,no taste,3
1056,Trinidad,75.0,3.0,1,4,1,0,1,0,1,0,sandy,vegetal,sour,no taste,3
1057,Ecuador,90.0,3.0,1,2,0,0,0,0,1,0,oily,leathery,intense bitter,no taste,3
1058,Madagascar,72.0,3.0,1,4,1,0,1,0,1,0,nutty,mild coffee,no taste,no taste,2
1059,Ecuador,100.0,2.5,0,1,0,0,0,0,0,0,candy,uncontrolled bitterness,no taste,no taste,2
1060,Venezuela,70.0,3.75,2,3,1,0,0,0,1,0,nutty,coffee,rich,no taste,3
1061,Venezuela,70.0,3.25,1,3,1,0,0,0,1,0,fatty,gritty,roasty,no taste,3
1062,Dominican republic,70.0,3.75,2,3,1,0,0,0,1,0,raisins,rich choco,no taste,no taste,2
1063,Dominican republic,70.0,3.5,2,3,1,0,0,0,1,0,spicy,mild fruit,fatty,no taste,3
1064,Bolivia,70.0,3.0,1,3,1,0,0,0,1,0,intense,cherry,metallic,no taste,3
1065,Bolivia,70.0,3.0,1,3,1,0,0,0,1,0,woody,floral,metallic,no taste,3
1066,Nicaragua,70.0,3.0,1,3,1,0,0,0,1,0,earthy,metallic edge,no taste,no taste,2
1067,Vietnam,70.0,3.5,2,3,1,0,0,0,1,0,spicy,mild roasty,no taste,no taste,2
1068,Venezuela,74.0,4.0,2,3,1,0,0,0,1,0,creamy,nutty,delicate fruit,no taste,3
1069,Venezuela,70.0,4.0,2,3,1,0,0,0,1,0,creamy,nutty,fruity,no taste,3
1070,Venezuela,72.0,4.0,2,3,1,0,0,0,1,0,peanut,coffee,cocoa,bread,4
1071,Venezuela,72.0,4.0,2,3,1,0,0,0,1,0,creamy,nutty,earthy,no taste,3
1072,Venezuela,72.0,3.75,2,3,1,0,0,0,1,0,creamy,cocoa,lemon,no taste,3
1073,Venezuela,72.0,3.75,2,3,1,0,0,0,1,0,creamy,roasted nuts,fatty,no taste,3
1074,Venezuela,72.0,3.75,2,3,1,0,0,0,1,0,creamy,nutty,cocoa,no taste,3
1075,Venezuela,72.0,3.5,2,3,1,0,0,0,1,0,creamy,nutty,muted,no taste,3
1076,Venezuela,72.0,3.25,1,3,1,0,0,0,1,0,creamy,sour,raisin,no taste,3
1077,Venezuela,72.0,3.75,2,3,1,0,0,0,1,0,fatty,rich,berry notes,no taste,3
1078,India,61.0,2.5,0,4,1,0,1,0,1,0,sour,sweet,rubber,no taste,3
1079,Dominican republic,70.0,3.25,1,3,1,0,0,0,0,1,heavy roast,black licorice,no taste,no taste,2
1080,Dominican republic,70.0,2.75,0,3,1,0,0,0,0,1,sandy,strawberry,coconut,no taste,3
1081,Honduras,77.0,3.0,1,3,1,0,0,0,1,0,buttery,intense,spice,roasty,4
1082,Vietnam,72.0,3.25,1,3,1,0,0,0,1,0,molasses,roasty,no taste,no taste,2
1083,Peru,72.0,3.0,1,4,1,0,1,0,0,1,sandy,caramel,no taste,no taste,2
1084,Peru,72.0,2.75,0,4,1,0,1,0,0,1,very sandy,sweet,spicy,no taste,3
1085,Madagascar,72.0,3.5,2,2,0,0,0,0,1,0,intense,tart,earthy,no taste,3
1086,Belize,72.0,3.25,1,2,0,0,0,0,1,0,mild metallic,spice,tea,no taste,3
1087,Dominican republic,72.0,3.25,1,2,0,0,0,0,1,0,roasty,nutty,spicy,no taste,3
1088,Peru,72.0,2.25,0,2,0,0,0,0,1,0,off notes,pungent,no taste,no taste,2
1089,St.vincent-grenadines,72.0,2.75,0,4,1,0,1,0,1,0,woody,meaty,vegetal,no taste,3
1090,Belize,70.0,3.5,2,2,0,0,0,0,1,0,intense,cherry,rich,metallic,4
1091,Dominican republic,70.0,2.75,0,2,0,0,0,0,1,0,intense,molasses,fruit,no taste,3
1092,Ghana,71.0,2.0,0,5,1,1,1,0,1,0,gritty,unrefined,off notes,no taste,3
1093,Venezuela,72.0,3.25,1,3,1,0,0,0,1,0,sandy,sweet,no taste,no taste,2
1094,Ecuador,78.0,3.75,2,4,1,0,1,0,1,0,full bodied,floral,no taste,no taste,2
1095,Venezuela,72.0,3.5,2,3,1,0,0,0,1,0,dairy,nutty,butterscotch,no taste,3
1096,Vietnam,65.0,3.5,2,4,1,0,1,0,1,0,sweet,fruity,vanilla,no taste,3
1097,Ecuador,70.0,3.5,2,4,1,0,1,0,1,0,floral,bourbon,salt,no taste,3
